Timestamp (UTC),Stock Value
2024-03-22 09:54:25.128000+01:00,8444
2024-03-22 09:55:25.129000+01:00,8339
2024-03-22 09:56:25.129000+01:00,8259
2024-03-22 09:57:25.129000+01:00,8250
2024-03-22 09:58:25.128000+01:00,8230
2024-03-22 09:59:25.128000+01:00,8213
2024-03-22 10:00:25.140000+01:00,8213
2024-03-22 10:01:25.141000+01:00,8229
2024-03-22 10:02:25.133000+01:00,8200
2024-03-22 10:03:25.136000+01:00,8200
2024-03-22 10:04:25.139000+01:00,8195
2024-03-22 10:05:25.144000+01:00,8188
2024-03-22 10:06:25.134000+01:00,8185
2024-03-22 10:07:25.140000+01:00,8162
2024-03-22 10:08:25.140000+01:00,8140
2024-03-22 10:09:25.131000+01:00,8140
2024-03-22 10:10:25.134000+01:00,8135
2024-03-22 10:11:25.135000+01:00,8132
2024-03-22 10:12:25.133000+01:00,8133
2024-03-22 10:13:25.138000+01:00,8122
2024-03-22 10:14:25.140000+01:00,8103
2024-03-22 10:15:25.131000+01:00,8037
2024-03-22 10:16:25.131000+01:00,8037
2024-03-22 10:16:32.768000+01:00,8037
2024-03-22 10:16:47.769000+01:00,8037
2024-03-22 10:17:03.130000+01:00,8037
2024-03-22 10:17:18.134000+01:00,8037
2024-03-22 10:17:33.130000+01:00,8020
2024-03-22 10:17:48.139000+01:00,8020
2024-03-22 10:18:25.132000+01:00,8017
2024-03-22 10:19:25.135000+01:00,7919
2024-03-22 10:20:25.141000+01:00,7899
2024-03-22 10:21:25.135000+01:00,7909
2024-03-22 10:22:25.134000+01:00,7909
2024-03-22 10:23:25.128000+01:00,7889
2024-03-22 10:24:25.129000+01:00,7889
2024-03-22 10:25:25.128000+01:00,7889
2024-03-22 10:26:25.129000+01:00,7841
2024-03-22 10:27:25.128000+01:00,7838
2024-03-22 10:28:25.141000+01:00,7838
2024-03-22 10:29:25.132000+01:00,7835
2024-03-22 10:30:25.138000+01:00,7835
2024-03-22 10:31:25.142000+01:00,7835
2024-03-22 10:32:25.135000+01:00,7818
2024-03-22 10:33:25.132000+01:00,7707
2024-03-22 10:34:25.151000+01:00,7708
2024-03-22 10:35:25.137000+01:00,7697
2024-03-22 10:35:33.134000+01:00,7697
2024-03-22 10:35:48.129000+01:00,7697
2024-03-22 10:36:03.129000+01:00,7697
2024-03-22 10:36:18.128000+01:00,7697
2024-03-22 10:37:25.134000+01:00,7648
2024-03-22 10:38:25.133000+01:00,7541
2024-03-22 10:39:25.135000+01:00,7536
2024-03-22 10:40:25.134000+01:00,7477
2024-03-22 10:41:25.139000+01:00,7477
2024-03-22 10:42:25.150000+01:00,7475
2024-03-22 10:43:25.140000+01:00,7473
2024-03-22 10:44:25.140000+01:00,7735
2024-03-22 10:45:25.136000+01:00,7908
2024-03-22 10:46:25.128000+01:00,7881
2024-03-22 10:47:25.131000+01:00,7876
2024-03-22 10:48:25.135000+01:00,7876
2024-03-22 10:49:25.131000+01:00,7856
2024-03-22 10:50:25.131000+01:00,7697
2024-03-22 10:51:25.136000+01:00,7517
2024-03-22 10:52:25.136000+01:00,7516
2024-03-22 10:53:25.130000+01:00,7512
2024-03-22 10:54:25.132000+01:00,7410
2024-03-22 10:55:25.139000+01:00,7410
2024-03-22 10:56:25.136000+01:00,7396
2024-03-22 10:57:25.139000+01:00,7392
2024-03-22 10:58:25.139000+01:00,7368
2024-03-22 10:59:25.140000+01:00,7358
2024-03-22 11:00:25.137000+01:00,7358
2024-03-22 11:01:25.140000+01:00,7283
2024-03-22 11:02:25.140000+01:00,7178
2024-03-22 11:03:25.130000+01:00,7157
2024-03-22 11:04:25.137000+01:00,7749
2024-03-22 11:05:25.137000+01:00,7680
2024-03-22 11:06:25.133000+01:00,7655
2024-03-22 11:07:25.142000+01:00,7647
2024-03-22 11:08:25.133000+01:00,7637
2024-03-22 11:09:25.138000+01:00,7617
2024-03-22 11:10:25.129000+01:00,7589
2024-03-22 11:11:25.139000+01:00,7519
2024-03-22 11:12:25.139000+01:00,7519
2024-03-22 11:13:25.143000+01:00,7507
2024-03-22 11:14:25.136000+01:00,7489
2024-03-22 11:15:21.513000+01:00,7477
2024-03-22 11:15:32.770000+01:00,7411
2024-03-22 11:15:48.130000+01:00,7411
2024-03-22 11:16:03.130000+01:00,7311
2024-03-22 11:16:18.131000+01:00,7311
2024-03-22 11:16:33.133000+01:00,7310
2024-03-22 11:17:25.142000+01:00,7115
2024-03-22 11:18:25.134000+01:00,7113
2024-03-22 11:19:25.143000+01:00,7091
2024-03-22 11:20:25.138000+01:00,7087
2024-03-22 11:21:25.133000+01:00,7077
2024-03-22 11:22:25.137000+01:00,7067
2024-03-22 11:23:25.136000+01:00,7057
2024-03-22 11:24:25.134000+01:00,7053
2024-03-22 11:25:25.141000+01:00,7051
2024-03-22 11:26:25.144000+01:00,7051
2024-03-22 11:27:25.142000+01:00,7021
2024-03-22 11:28:25.129000+01:00,7020
2024-03-22 11:29:25.131000+01:00,7009
2024-03-22 11:30:25.130000+01:00,7004
2024-03-22 11:31:25.130000+01:00,6994
2024-03-22 11:32:25.132000+01:00,6994
2024-03-22 11:33:25.131000+01:00,6989
2024-03-22 11:34:25.128000+01:00,6952
2024-03-22 11:35:25.129000+01:00,6909
2024-03-22 11:36:25.130000+01:00,6909
2024-03-22 11:37:25.131000+01:00,6909
2024-03-22 11:38:25.129000+01:00,6895
2024-03-22 11:39:25.129000+01:00,6895
2024-03-22 11:40:25.129000+01:00,6895
2024-03-22 11:41:25.130000+01:00,6881
2024-03-22 11:42:25.129000+01:00,6578
2024-03-22 11:43:25.128000+01:00,6578
2024-03-22 11:44:25.128000+01:00,6573
2024-03-22 11:45:25.129000+01:00,6568
2024-03-22 11:46:25.131000+01:00,6568
2024-03-22 11:47:25.134000+01:00,6368
2024-03-22 11:47:32.769000+01:00,6368
2024-03-22 11:47:47.766000+01:00,6368
2024-03-22 11:48:02.762000+01:00,6368
2024-03-22 11:48:18.129000+01:00,6568
2024-03-22 11:48:33.137000+01:00,6568
2024-03-22 11:48:48.128000+01:00,6568
2024-03-22 11:49:03.128000+01:00,6568
2024-03-22 11:49:25.136000+01:00,6568
2024-03-22 11:50:25.134000+01:00,6557
2024-03-22 11:51:25.135000+01:00,6497
2024-03-22 11:52:25.134000+01:00,6496
2024-03-22 11:52:52.275000+01:00,6295
2024-03-22 11:53:02.770000+01:00,6294
2024-03-22 11:53:17.765000+01:00,6294
2024-03-22 11:53:33.134000+01:00,6294
2024-03-22 11:53:48.139000+01:00,6294
2024-03-22 11:54:03.132000+01:00,6294
2024-03-22 11:54:18.128000+01:00,6294
2024-03-22 11:55:25.131000+01:00,6289
2024-03-22 11:56:25.131000+01:00,6289
2024-03-22 11:57:25.132000+01:00,6164
2024-03-22 11:58:25.138000+01:00,6151
2024-03-22 11:59:25.137000+01:00,6144
2024-03-22 11:59:40.191000+01:00,6144
2024-03-22 12:00:25.132000+01:00,6142
2024-03-22 12:01:25.140000+01:00,6141
2024-03-22 12:02:25.141000+01:00,6141
2024-03-22 12:03:25.129000+01:00,6039
2024-03-22 12:04:25.134000+01:00,6039
2024-03-22 12:05:25.138000+01:00,5992
2024-03-22 12:06:25.143000+01:00,5940
2024-03-22 12:07:25.131000+01:00,5940
2024-03-22 12:08:02.766000+01:00,5840
2024-03-22 12:08:17.768000+01:00,5820
2024-03-22 12:08:33.127000+01:00,5820
2024-03-22 12:08:48.136000+01:00,5820
2024-03-22 12:09:03.132000+01:00,5820
2024-03-22 12:09:18.132000+01:00,5820
2024-03-22 12:09:54.806000+01:00,5818
2024-03-22 12:10:02.769000+01:00,5818
2024-03-22 12:10:18.128000+01:00,5818
2024-03-22 12:10:33.129000+01:00,5798
2024-03-22 12:10:48.133000+01:00,5798
2024-03-22 12:11:03.139000+01:00,5798
2024-03-22 12:11:25.137000+01:00,5798
2024-03-22 12:12:25.138000+01:00,5798
2024-03-22 12:13:25.131000+01:00,5497
2024-03-22 12:14:25.139000+01:00,5082
2024-03-22 12:15:25.136000+01:00,5077
2024-03-22 12:16:25.133000+01:00,5050
2024-03-22 12:17:25.137000+01:00,5050
2024-03-22 12:18:25.144000+01:00,5050
2024-03-22 12:19:25.134000+01:00,5050
2024-03-22 12:20:25.128000+01:00,5050
2024-03-22 12:21:25.141000+01:00,5038
2024-03-22 12:22:25.134000+01:00,5030
2024-03-22 12:23:25.131000+01:00,5030
2024-03-22 12:24:25.139000+01:00,5010
2024-03-22 12:25:25.140000+01:00,4990
2024-03-22 12:26:25.139000+01:00,4990
2024-03-22 12:27:25.139000+01:00,4990
2024-03-22 12:28:25.136000+01:00,4980
2024-03-22 12:29:25.130000+01:00,4980
2024-03-22 12:30:25.134000+01:00,5582
2024-03-22 12:31:25.132000+01:00,5582
2024-03-22 12:32:25.130000+01:00,5582
2024-03-22 12:33:25.138000+01:00,5563
2024-03-22 12:34:25.131000+01:00,5563
2024-03-22 12:35:25.137000+01:00,5563
2024-03-22 12:36:25.140000+01:00,5563
2024-03-22 12:37:25.139000+01:00,5563
2024-03-22 12:38:25.141000+01:00,5388
2024-03-22 12:39:25.132000+01:00,5384
2024-03-22 12:40:25.140000+01:00,5369
2024-03-22 12:41:25.143000+01:00,5344
2024-03-22 12:42:25.136000+01:00,5323
2024-03-22 12:43:25.134000+01:00,5315
2024-03-22 12:44:25.137000+01:00,5240
2024-03-22 12:44:58.746000+01:00,5224
2024-03-22 12:45:02.770000+01:00,5224
2024-03-22 12:45:17.768000+01:00,5224
2024-03-22 12:45:33.135000+01:00,5224
2024-03-22 12:45:48.139000+01:00,5224
2024-03-22 12:46:03.140000+01:00,5224
2024-03-22 12:46:18.136000+01:00,5219
2024-03-22 12:47:25.129000+01:00,5214
2024-03-22 12:48:25.138000+01:00,5421
2024-03-22 12:49:25.142000+01:00,5335
2024-03-22 12:50:25.133000+01:00,5333
2024-03-22 12:51:25.134000+01:00,5329
2024-03-22 12:52:25.136000+01:00,5304
2024-03-22 12:53:25.142000+01:00,5504
2024-03-22 12:54:25.137000+01:00,5504
2024-03-22 12:55:25.129000+01:00,5504
2024-03-22 12:56:25.134000+01:00,5459
2024-03-22 12:57:25.134000+01:00,5559
2024-03-22 12:58:25.134000+01:00,5554
2024-03-22 12:59:25.139000+01:00,5554
2024-03-22 13:00:25.130000+01:00,5554
2024-03-22 13:01:25.132000+01:00,5554
2024-03-22 13:02:25.142000+01:00,5553
2024-03-22 13:03:25.134000+01:00,5553
2024-03-22 13:04:25.131000+01:00,5546
2024-03-22 13:05:25.142000+01:00,5546
2024-03-22 13:06:25.142000+01:00,5596
2024-03-22 13:07:25.133000+01:00,5506
2024-03-22 13:08:25.143000+01:00,5506
2024-03-22 13:09:25.131000+01:00,5306
2024-03-22 13:10:25.132000+01:00,5298
2024-03-22 13:11:25.138000+01:00,5296
2024-03-22 13:12:25.140000+01:00,5295
2024-03-22 13:13:25.138000+01:00,5292
2024-03-22 13:14:25.132000+01:00,5292
2024-03-22 13:15:25.131000+01:00,5292
2024-03-22 13:16:25.127000+01:00,5292
2024-03-22 13:16:38.919000+01:00,5292
2024-03-22 13:16:47.768000+01:00,5292
2024-03-22 13:17:02.768000+01:00,5292
2024-03-22 13:17:18.129000+01:00,5292
2024-03-22 13:17:33.141000+01:00,5292
2024-03-22 13:17:48.141000+01:00,5292
2024-03-22 13:18:03.140000+01:00,5288
2024-03-22 13:18:25.130000+01:00,5288
2024-03-22 13:19:25.131000+01:00,5236
2024-03-22 13:20:25.143000+01:00,5236
2024-03-22 13:21:25.140000+01:00,5203
2024-03-22 13:22:25.134000+01:00,5203
2024-03-22 13:23:25.136000+01:00,5181
2024-03-22 13:24:25.135000+01:00,5153
2024-03-22 13:25:25.134000+01:00,5153
2024-03-22 13:25:55.874000+01:00,5150
2024-03-22 13:26:03.132000+01:00,5150
2024-03-22 13:26:18.136000+01:00,5150
2024-03-22 13:26:33.139000+01:00,5150
2024-03-22 13:26:48.138000+01:00,5150
2024-03-22 13:27:25.131000+01:00,5130
2024-03-22 13:28:25.135000+01:00,5120
2024-03-22 13:29:25.134000+01:00,5120
2024-03-22 13:30:25.129000+01:00,5120
2024-03-22 13:31:25.140000+01:00,5120
2024-03-22 13:32:25.141000+01:00,5120
2024-03-22 13:33:25.138000+01:00,5120
2024-03-22 13:34:25.135000+01:00,5106
2024-03-22 13:35:25.130000+01:00,5094
2024-03-22 13:36:25.144000+01:00,5094
2024-03-22 13:37:25.133000+01:00,5094
2024-03-22 13:38:25.128000+01:00,5089
2024-03-22 13:39:25.138000+01:00,5083
2024-03-22 13:40:25.134000+01:00,5033
2024-03-22 13:41:25.138000+01:00,5033
2024-03-22 13:42:25.140000+01:00,4993
2024-03-22 13:43:25.139000+01:00,4946
2024-03-22 13:44:25.138000+01:00,4936
2024-03-22 13:45:25.134000+01:00,4909
2024-03-22 13:46:25.138000+01:00,4857
2024-03-22 13:47:25.136000+01:00,4833
2024-03-22 13:48:25.135000+01:00,4813
2024-03-22 13:49:25.132000+01:00,4813
2024-03-22 13:50:25.144000+01:00,4803
2024-03-22 13:51:25.138000+01:00,4803
2024-03-22 13:52:25.138000+01:00,4803
2024-03-22 13:53:25.135000+01:00,4799
2024-03-22 13:54:25.135000+01:00,4798
2024-03-22 13:55:25.139000+01:00,4798
2024-03-22 13:56:25.143000+01:00,4798
2024-03-22 13:57:25.139000+01:00,4798
2024-03-22 13:58:25.145000+01:00,4798
2024-03-22 13:59:00.378000+01:00,4798
2024-03-22 13:59:02.767000+01:00,4798
2024-03-22 13:59:17.767000+01:00,4798
2024-03-22 13:59:33.137000+01:00,4798
2024-03-22 13:59:48.128000+01:00,4796
2024-03-22 14:00:03.134000+01:00,4796
2024-03-22 14:00:18.133000+01:00,4796
2024-03-22 14:00:33.129000+01:00,4776
2024-03-22 14:01:25.129000+01:00,4674
2024-03-22 14:02:25.128000+01:00,4674
2024-03-22 14:03:25.140000+01:00,4674
2024-03-22 14:04:25.139000+01:00,4674
2024-03-22 14:05:25.141000+01:00,4674
2024-03-22 14:06:25.134000+01:00,4674
2024-03-22 14:07:19.161000+01:00,4664
2024-03-22 14:07:32.767000+01:00,4664
2024-03-22 14:07:48.130000+01:00,4664
2024-03-22 14:08:03.131000+01:00,4664
2024-03-22 14:08:18.139000+01:00,4663
2024-03-22 14:08:33.134000+01:00,4663
2024-03-22 14:09:25.134000+01:00,4663
2024-03-22 14:10:20.116000+01:00,4663
2024-03-22 14:10:32.766000+01:00,4663
2024-03-22 14:10:47.767000+01:00,4663
2024-03-22 14:11:02.766000+01:00,4658
2024-03-22 14:11:17.766000+01:00,4658
2024-03-22 14:11:32.767000+01:00,4648
2024-03-22 14:11:48.143000+01:00,4648
2024-03-22 14:12:03.137000+01:00,4648
2024-03-22 14:12:18.140000+01:00,4648
2024-03-22 14:12:33.130000+01:00,4648
2024-03-22 14:13:25.138000+01:00,4648
2024-03-22 14:14:25.149000+01:00,4628
2024-03-22 14:15:25.139000+01:00,4627
2024-03-22 14:16:25.158000+01:00,4627
2024-03-22 14:17:25.137000+01:00,4957
2024-03-22 14:18:25.144000+01:00,4956
2024-03-22 14:19:25.136000+01:00,4958
2024-03-22 14:20:25.142000+01:00,4958
2024-03-22 14:21:25.141000+01:00,4930
2024-03-22 14:22:25.140000+01:00,4900
2024-03-22 14:23:25.137000+01:00,4882
2024-03-22 14:24:25.141000+01:00,4882
2024-03-22 14:25:01.141000+01:00,4882
2024-03-22 14:25:03.136000+01:00,4882
2024-03-22 14:25:25.134000+01:00,4878
2024-03-22 14:26:25.137000+01:00,4878
2024-03-22 14:27:25.132000+01:00,4878
2024-03-22 14:28:25.139000+01:00,4878
2024-03-22 14:29:25.140000+01:00,4854
2024-03-22 14:29:32.766000+01:00,4854
2024-03-22 14:29:48.140000+01:00,4854
2024-03-22 14:30:03.128000+01:00,4854
2024-03-22 14:30:18.135000+01:00,4844
2024-03-22 14:30:33.134000+01:00,4844
2024-03-22 14:31:25.143000+01:00,4844
2024-03-22 14:32:25.130000+01:00,4844
2024-03-22 14:33:25.135000+01:00,4834
2024-03-22 14:34:25.129000+01:00,4833
2024-03-22 14:35:25.129000+01:00,4832
2024-03-22 14:36:25.132000+01:00,4823
2024-03-22 14:37:25.128000+01:00,5001
2024-03-22 14:38:25.128000+01:00,4999
2024-03-22 14:39:25.129000+01:00,4996
2024-03-22 14:40:25.130000+01:00,4994
2024-03-22 14:41:25.289000+01:00,4994
2024-03-22 14:42:25.133000+01:00,4994
2024-03-22 14:43:25.149000+01:00,4788
2024-03-22 14:44:25.136000+01:00,4688
2024-03-22 14:45:25.146000+01:00,4633
2024-03-22 14:46:25.133000+01:00,4623
2024-03-22 14:47:25.137000+01:00,4623
2024-03-22 14:48:25.144000+01:00,4473
2024-03-22 14:49:16.324000+01:00,4471
2024-03-22 14:49:17.766000+01:00,4471
2024-03-22 14:49:32.766000+01:00,4471
2024-03-22 14:49:48.130000+01:00,4421
2024-03-22 14:50:03.127000+01:00,4421
2024-03-22 14:50:18.148000+01:00,4413
2024-03-22 14:50:33.137000+01:00,4413
2024-03-22 14:51:25.144000+01:00,4315
2024-03-22 14:52:25.138000+01:00,4315
2024-03-22 14:53:25.141000+01:00,4415
2024-03-22 14:54:25.146000+01:00,4415
2024-03-22 14:55:25.137000+01:00,4421
2024-03-22 14:56:25.137000+01:00,4411
2024-03-22 14:57:25.140000+01:00,4411
2024-03-22 14:58:25.141000+01:00,4410
2024-03-22 14:59:25.134000+01:00,4409
2024-03-22 15:00:25.146000+01:00,4409
2024-03-22 15:01:25.136000+01:00,4399
2024-03-22 15:02:25.144000+01:00,3935
2024-03-22 15:03:25.149000+01:00,3895
2024-03-22 15:04:25.142000+01:00,3895
2024-03-22 15:05:25.137000+01:00,3865
2024-03-22 15:06:25.134000+01:00,3865
2024-03-22 15:07:25.159000+01:00,3865
2024-03-22 15:08:25.137000+01:00,3855
2024-03-22 15:09:25.152000+01:00,3854
2024-03-22 15:10:25.138000+01:00,3848
2024-03-22 15:11:25.143000+01:00,3843
2024-03-22 15:12:25.139000+01:00,3833
2024-03-22 15:13:25.146000+01:00,3833
2024-03-22 15:14:25.160000+01:00,3831
2024-03-22 15:15:25.141000+01:00,3829
2024-03-22 15:16:25.139000+01:00,3809
2024-03-22 15:17:25.138000+01:00,3809
2024-03-22 15:18:25.134000+01:00,3804
2024-03-22 15:19:25.131000+01:00,3797
2024-03-22 15:20:25.134000+01:00,3797
2024-03-22 15:21:25.140000+01:00,3797
2024-03-22 15:22:25.136000+01:00,3797
2024-03-22 15:23:25.145000+01:00,3787
2024-03-22 15:23:33.138000+01:00,3787
2024-03-22 15:23:47.765000+01:00,3787
2024-03-22 15:24:03.140000+01:00,3787
2024-03-22 15:24:18.140000+01:00,3787
2024-03-22 15:24:33.138000+01:00,3787
2024-03-22 15:24:48.131000+01:00,3687
2024-03-22 15:25:25.131000+01:00,3809
2024-03-22 15:26:25.162000+01:00,3804
2024-03-22 15:27:25.178000+01:00,3784
2024-03-22 15:28:25.140000+01:00,3750
2024-03-22 15:29:25.133000+01:00,3750
2024-03-22 15:30:25.137000+01:00,3700
2024-03-22 15:31:25.138000+01:00,3700
2024-03-22 15:32:25.150000+01:00,3700
2024-03-22 15:33:25.141000+01:00,3700
2024-03-22 15:34:25.186000+01:00,3700
2024-03-22 15:35:25.151000+01:00,3699
2024-03-22 15:36:25.145000+01:00,3694
2024-03-22 15:37:25.147000+01:00,3694
2024-03-22 15:38:25.145000+01:00,3689
2024-03-22 15:39:25.139000+01:00,3684
2024-03-22 15:40:25.155000+01:00,3584
2024-03-22 15:40:38.310000+01:00,3584
2024-03-22 15:40:48.134000+01:00,3582
2024-03-22 15:41:03.132000+01:00,3582
2024-03-22 15:41:18.130000+01:00,3581
2024-03-22 15:41:33.132000+01:00,3581
2024-03-22 15:42:25.144000+01:00,3577
2024-03-22 15:43:25.133000+01:00,3572
2024-03-22 15:44:25.134000+01:00,3527
2024-03-22 15:45:25.144000+01:00,3505
2024-03-22 15:46:25.146000+01:00,3486
2024-03-22 15:47:25.165000+01:00,3486
2024-03-22 15:48:25.137000+01:00,3486
2024-03-22 15:49:25.135000+01:00,3486
2024-03-22 15:50:25.147000+01:00,3461
2024-03-22 15:50:32.765000+01:00,3461
2024-03-22 15:50:47.765000+01:00,3461
2024-03-22 15:51:02.762000+01:00,3461
2024-03-22 15:51:18.140000+01:00,3452
2024-03-22 15:51:33.136000+01:00,3449
2024-03-22 15:51:48.138000+01:00,3449
2024-03-22 15:52:03.144000+01:00,3449
2024-03-22 15:52:25.135000+01:00,3449
2024-03-22 15:53:25.135000+01:00,3633
2024-03-22 15:54:25.138000+01:00,3633
2024-03-22 15:55:25.134000+01:00,3632
2024-03-22 15:56:25.141000+01:00,3610
2024-03-22 15:57:25.141000+01:00,3550
2024-03-22 15:57:49.469000+01:00,3351
2024-03-22 15:58:03.131000+01:00,3351
2024-03-22 15:58:18.139000+01:00,3351
2024-03-22 15:58:33.132000+01:00,3351
2024-03-22 15:58:48.131000+01:00,3350
2024-03-22 15:59:25.136000+01:00,3347
2024-03-22 16:00:25.135000+01:00,3347
2024-03-22 16:01:25.133000+01:00,3208
2024-03-22 16:02:19.982000+01:00,3207
2024-03-22 16:02:32.764000+01:00,3189
2024-03-22 16:02:48.135000+01:00,3189
2024-03-22 16:03:03.132000+01:00,3172
2024-03-22 16:03:18.127000+01:00,3161
2024-03-22 16:03:33.131000+01:00,3135
2024-03-22 16:03:48.134000+01:00,3135
2024-03-22 16:04:03.139000+01:00,3135
2024-03-22 16:04:25.128000+01:00,3122
2024-03-22 16:05:25.130000+01:00,3122
2024-03-22 16:06:25.133000+01:00,3108
2024-03-22 16:07:25.141000+01:00,3095
2024-03-22 16:08:25.130000+01:00,3085
2024-03-22 16:09:25.143000+01:00,3074
2024-03-22 16:10:25.135000+01:00,3082
2024-03-22 16:11:17.751000+01:00,3087
2024-03-22 16:11:32.764000+01:00,3087
2024-03-22 16:11:47.764000+01:00,3087
2024-03-22 16:12:03.138000+01:00,3087
2024-03-22 16:12:18.129000+01:00,3087
2024-03-22 16:12:33.130000+01:00,3087
2024-03-22 16:13:25.139000+01:00,3085
2024-03-22 16:14:25.138000+01:00,3064
2024-03-22 16:15:25.137000+01:00,3060
2024-03-22 16:16:25.135000+01:00,3060
2024-03-22 16:17:25.140000+01:00,3050
2024-03-22 16:18:25.140000+01:00,3038
2024-03-22 16:19:25.130000+01:00,3038
2024-03-22 16:20:25.141000+01:00,3032
2024-03-22 16:21:25.132000+01:00,3025
2024-03-22 16:22:25.135000+01:00,3125
2024-03-22 16:23:25.137000+01:00,3125
2024-03-22 16:24:25.131000+01:00,3025
2024-03-22 16:24:33.129000+01:00,3025
2024-03-22 16:24:48.133000+01:00,3025
2024-03-22 16:25:03.133000+01:00,3025
2024-03-22 16:25:18.130000+01:00,3025
2024-03-22 16:26:25.136000+01:00,3023
2024-03-22 16:27:25.130000+01:00,3021
2024-03-22 16:28:25.128000+01:00,3018
2024-03-22 16:29:25.128000+01:00,3018
2024-03-22 16:30:25.129000+01:00,2995
2024-03-22 16:31:25.128000+01:00,2995
2024-03-22 16:32:25.129000+01:00,2993
2024-03-22 16:33:25.130000+01:00,2991
